 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
19970807 032920 1365.50024 1365.93174 1365.06873 1366.26236 1365.30326
19970807 042920 1365.53566 1365.97316 1365.09815 1366.30380 1365.33269
19970807 052920 1365.57267 1366.00724 1365.13811 1366.33790 1365.37265
19970807 062920 1365.54787 1365.98483 1365.11090 1366.31551 1365.34545
19970807 072920 1365.54680 1365.97961 1365.11398 1366.31032 1365.34853
19970807 082920 1365.52785 1365.96117 1365.09454 1366.29190 1365.32909
19970807 092920 1365.56349 1366.00518 1365.12180 1366.33593 1365.35636
19970807 102920 1365.56691 1366.02061 1365.11321 1366.35138 1365.34776
19970807 112920 1365.52869 1365.98153 1365.07584 1366.31232 1365.31040
19970807 122920 1365.59884 1366.05048 1365.14720 1366.38129 1365.38176
19970807 132920 1365.55089 1366.01617 1365.08561 1366.34700 1365.32018
19970807 142920 1365.57233 1366.04742 1365.09724 1366.37828 1365.33181
19970807 152920 1365.56948 1366.02718 1365.11179 1366.35805 1365.34636
19970807 162920 1365.57941 1366.03555 1365.12327 1366.36645 1365.35784
19970807 172920 1365.57612 1366.02799 1365.12426 1366.35891 1365.35884
19970807 182920 1365.59491 1366.05541 1365.13441 1366.38636 1365.36899
19970807 192920 1365.55962 1366.01360 1365.10565 1366.34456 1365.34023
19970807 202920 1365.55687 1366.01678 1365.09696 1366.34776 1365.33154
19970807 212920 1365.54623 1366.00372 1365.08874 1366.33473 1365.32332
19970807 222920 1365.55775 1366.02158 1365.09392 1366.35261 1365.32850
19970807 232920 1365.53583 1365.99082 1365.08085 1366.32187 1365.31543
19970808 002920 1365.55680 1366.01566 1365.09794 1366.34673 1365.33253
19970808 012920 1365.58137 1366.05388 1365.10887 1366.38498 1365.34345
19970808 022920 1365.56163 1366.03097 1365.09229 1366.36209 1365.32688
19970808 032920 1365.57132 1366.02883 1365.11381 1366.35997 1365.34840
19970808 042920 1365.56871 1366.02220 1365.11523 1366.35336 1365.34981
19970808 052920 1365.55779 1365.99360 1365.12198 1366.32478 1365.35656
19970808 062920 1365.59775 1366.03188 1365.16361 1366.36309 1365.39820
