 52  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
20000930 182920 1366.38293 1366.85713 1365.90872 1367.17244 1366.19513
20000930 192920 1366.36440 1366.83373 1365.89508 1367.14901 1366.18147
20000930 202920 1366.35197 1366.82063 1365.88330 1367.13589 1366.16966
20000930 212920 1366.34480 1366.82064 1365.86896 1367.13587 1366.15530
20000930 222920 1366.30867 1366.75665 1365.86069 1367.07185 1366.14701
20000930 232920 1366.27923 1366.72809 1365.83036 1367.04327 1366.11666
20001001 002920 1366.26186 1366.71107 1365.81265 1367.02622 1366.09893
20001001 012920 1366.28407 1366.71778 1365.85036 1367.03290 1366.13662
20001001 022920 1366.20110 1366.66476 1365.73744 1366.97985 1366.02368
20001001 032920 1366.15383 1366.61116 1365.69649 1366.92622 1365.98271
20001001 042920 1366.10290 1366.55987 1365.64592 1366.87491 1365.93212
20001001 052920 1366.11060 1366.56919 1365.65202 1366.88419 1365.93820
20001001 062920 1366.10598 1366.55905 1365.65292 1366.87402 1365.93908
20001001 072920 1366.07411 1366.51556 1365.63266 1366.83051 1365.91880
20001001 082920 1366.06091 1366.50592 1365.61590 1366.82083 1365.90202
20001001 092920 1366.06303 1366.50362 1365.62243 1366.81851 1365.90853
20001001 102920 1366.06916 1366.50739 1365.63093 1366.82224 1365.91701
20001001 112920 1366.06915 1366.53028 1365.60801 1366.84510 1365.89407
20001001 122920 1366.07984 1366.52703 1365.63264 1366.84182 1365.91868
20001001 132920 1366.03962 1366.50104 1365.57819 1366.81580 1365.86421
20001001 142920 1366.01902 1366.47941 1365.55863 1366.79414 1365.84463
20001001 152920 1366.02065 1366.47258 1365.56873 1366.78727 1365.85471
20001001 162920 1366.06049 1366.52266 1365.59831 1366.83732 1365.88427
20001001 172920 1366.02662 1366.49280 1365.56043 1366.80743 1365.84637
20001001 182920 1366.03725 1366.50891 1365.56558 1366.82351 1365.85150
20001001 192920 1366.04699 1366.50637 1365.58760 1366.82093 1365.87350
20001001 202920 1366.00638 1366.49072 1365.52204 1366.80525 1365.80792
20001001 212920 1366.00944 1366.46756 1365.55132 1366.78205 1365.83718
20001001 222920 1365.99458 1366.44036 1365.54881 1366.75482 1365.83465
20001001 232920 1365.99263 1366.42456 1365.56070 1366.73899 1365.84652
20001002 002920 1366.01671 1366.44591 1365.58752 1366.76031 1365.87332
20001002 012920 1365.97839 1366.40543 1365.55134 1366.71984 1365.83713
20001002 022920 1366.01340 1366.43866 1365.58814 1366.75307 1365.87391
20001002 032920 1365.98276 1366.43089 1365.53462 1366.74531 1365.82038
20001002 042920 1366.01807 1366.46500 1365.57115 1366.77943 1365.85689
20001002 052920 1366.03978 1366.45761 1365.62195 1366.77205 1365.90767
20001002 062920 1366.05120 1366.46233 1365.64008 1366.77677 1365.92579
20001002 072920 1366.09074 1366.49333 1365.68814 1366.80778 1365.97384
20001002 082920 1366.10225 1366.48508 1365.71941 1366.79954 1366.00509
20001002 092920 1366.10297 1366.48935 1365.71658 1366.80382 1366.00225
20001002 102920 1366.14692 1366.53761 1365.75623 1366.85209 1366.04188
20001002 112920 1366.12072 1366.51668 1365.72476 1366.83118 1366.01039
20001002 122920 1366.11198 1366.52108 1365.70288 1366.83559 1365.98851
20001002 132920 1366.08332 1366.49401 1365.67262 1366.80853 1365.95823
20001002 142920 1366.11539 1366.55907 1365.67171 1366.87361 1365.95730
20001002 152920 1366.14015 1366.58203 1365.69827 1366.89658 1365.98385
20001002 162920 1366.10570 1366.56324 1365.64816 1366.87780 1365.93373
20001002 172920 1366.14543 1366.60101 1365.68984 1366.91559 1365.97539
20001002 182920 1366.16886 1366.63402 1365.70370 1366.94862 1365.98924
20001002 192920 1366.18024 1366.61311 1365.74737 1366.92773 1366.03290
20001002 202920 1366.17602 1366.61794 1365.73410 1366.93258 1366.01961
20001002 212920 1366.16977 1366.62609 1365.71345 1366.94074 1365.99895
20001002 222920 1366.24679 1366.68640 1365.80718 1367.00107 1366.09267
20001002 232920 1366.25574 1366.68315 1365.82833 1366.99785 1366.11380
20001003 002920 1366.28365 1366.71396 1365.85334 1367.02867 1366.13880
20001003 012920 1366.25895 1366.69235 1365.82555 1367.00709 1366.11100
20001003 022920 1366.29596 1366.73029 1365.86163 1367.04504 1366.14707
20001003 032920 1366.34394 1366.77856 1365.90932 1367.09334 1366.19475
20001003 042920 1366.32394 1366.74413 1365.90374 1367.05894 1366.18916
20001003 052920 1366.38733 1366.77538 1365.99929 1367.09021 1366.28469
20001003 062920 1366.42987 1366.81323 1366.04652 1367.12809 1366.33191
20001003 072920 1366.43948 1366.81363 1366.06533 1367.12852 1366.35071
20001003 082920 1366.44487 1366.79887 1366.09087 1367.11379 1366.37623
20001003 092920 1366.47950 1366.83594 1366.12306 1367.15088 1366.40842
20001003 102920 1366.48963 1366.84583 1366.13344 1367.16080 1366.41879
20001003 112920 1366.52116 1366.90144 1366.14088 1367.21644 1366.42622
20001003 122920 1366.49097 1366.88146 1366.10048 1367.19649 1366.38580
20001003 132920 1366.49896 1366.95792  -99.00000 1367.27298  -99.00000
20001003 142920 1366.46235 1366.92131  -99.00000 1367.23640  -99.00000
20001003 152920 1366.46995 1366.92891  -99.00000 1367.24404  -99.00000
20001003 162920 1366.55355 1366.99844 1366.10866 1367.31360 1366.39394
20001003 172920 1366.52511 1366.95504 1366.09518 1367.27023 1366.38045
20001003 182920 1366.54591 1366.98091 1366.11090 1367.29614 1366.39616
20001003 192920 1366.58897 1367.05287 1366.12506 1367.36813 1366.41032
20001003 202920 1366.56318 1366.98562 1366.14074 1367.30092 1366.42599
20001003 212920 1366.59719 1367.01976 1366.17462 1367.33510 1366.45985
20001003 222920 1366.58505 1366.99470 1366.17540 1367.31008 1366.46063
20001003 232920 1366.60939 1367.02088 1366.19789 1367.33629 1366.48310
20001004 002920 1366.67029 1367.09622 1366.24435 1367.41167 1366.52956
20001004 012920 1366.61062 1367.06446 1366.15678 1367.37995 1366.44198
20001004 022920 1366.58397 1367.04670 1366.12124 1367.36223 1366.40643
20001004 032920 1366.59439 1367.05373 1366.13505 1367.36930 1366.42023
20001004 042920 1366.66229 1367.12195 1366.20263 1367.43756 1366.48780
20001004 052920 1366.61856 1367.10212 1366.13501 1367.41777 1366.42017
20001004 062920 1366.67171 1367.13807 1366.20535 1367.45377 1366.49051
20001004 072920 1366.66700 1367.13431 1366.19968 1367.45006 1366.48482
20001004 082920 1366.69134 1367.16581 1366.21687 1367.48160 1366.50201
20001004 092920 1366.66024 1367.14713 1366.17335 1367.46297 1366.45848
20001004 102920 1366.65643 1367.15336 1366.15950 1367.46924 1366.44462
20001004 112920 1366.62963 1367.14265 1366.11662 1367.45858 1366.40173
20001004 122920 1366.67659 1367.18282 1366.17035 1367.49880 1366.45546
20001004 132920 1366.69253 1367.20549 1366.17956 1367.52152 1366.46466
20001004 142920 1366.68183 1367.20968 1366.15399 1367.52576 1366.43908
20001004 152920 1366.69562 1367.20776 1366.18348 1367.52388 1366.46856
20001004 162920 1366.73953 1367.23703 1366.24203 1367.55321 1366.52711
20001004 172920 1366.75688 1367.23980 1366.27396 1367.55603 1366.55904
20001004 182920 1366.78831 1367.26937 1366.30724 1367.58565 1366.59231
20001004 192920 1366.82147 1367.29370 1366.34925 1367.61003 1366.63431
20001004 202920 1366.80687 1367.31762 1366.29611 1367.63401 1366.58117
20001004 212920 1366.83537 1367.33120 1366.33953 1367.64764 1366.62458
20001004 222920 1366.83647 1367.32681 1366.34612 1367.64331 1366.63116
20001004 232920 1366.85217 1367.36063 1366.34371 1367.67719 1366.62875
20001005 002920 1366.83964 1367.32644 1366.35285 1367.64303 1366.63788
20001005 012920 1366.87719 1367.35936 1366.39502 1367.67598 1366.68004
20001005 022920 1366.94403 1367.41517 1366.47288 1367.73182 1366.75790
20001005 032920 1366.97777 1367.44718 1366.50837 1367.76385 1366.79338
20001005 042920 1366.97292 1367.47096 1366.47487 1367.78766 1366.75988
20001005 052920 1366.95809 1367.44396 1366.47221 1367.76069 1366.75722
20001005 062920 1366.94196 1367.41568 1366.46825 1367.73242 1366.75325
20001005 072920 1366.98777 1367.43103 1366.54452 1367.74780 1366.82952
20001005 082920 1367.02410 1367.47024 1366.57796 1367.78704 1366.86296
20001005 092920 1367.02279 1367.46727 1366.57832 1367.78409 1366.86330
20001005 102920 1367.00337 1367.43408 1366.57266 1367.75093 1366.85764
20001005 112920 1367.06297 1367.49660 1366.62934 1367.81347 1366.91432
20001005 122920 1367.02335 1367.46136 1366.58533 1367.77826 1366.87030
20001005 132920 1367.02491 1367.52811 1366.52172 1367.84502 1366.80669
20001005 142920 1367.04706 1367.53911 1366.55500 1367.85605 1366.83997
20001005 152920 1367.00631 1367.49042 1366.52219 1367.80738 1366.80716
20001005 162920 1367.04167 1367.51920 1366.56414 1367.83619 1366.84911
20001005 172920 1367.02798 1367.51182 1366.54415 1367.82883 1366.82911
20001005 182920 1367.07568 1367.55742 1366.59394 1367.87446 1366.87890
20001005 192920 1367.07215 1367.54452 1366.59977 1367.86158 1366.88472
20001005 202920 1367.09567 1367.57296 1366.61837 1367.89004 1366.90333
20001005 212920 1367.07523 1367.53663 1366.61383 1367.85373 1366.89878
20001005 222920 1367.01672 1367.48250 1366.55094 1367.79962 1366.83588
20001005 232920 1367.07414 1367.52562 1366.62266 1367.84277 1366.90760
20001006 002920 1367.04647 1367.49344 1366.59949 1367.81061 1366.88444
20001006 012920 1367.07232 1367.53529 1366.60934 1367.85248 1366.89429
20001006 022920 1367.04834 1367.50716 1366.58952 1367.82437 1366.87446
20001006 032920 1367.05940 1367.51696 1366.60183 1367.83420 1366.88677
20001006 042920 1367.05174 1367.52393 1366.57956 1367.84118 1366.86450
20001006 052920 1367.02735 1367.53062 1366.52408 1367.84790 1366.80902
20001006 062920 1367.08420 1367.54897 1366.61944 1367.86627 1366.90437
20001006 072920 1367.06929 1367.51908 1366.61950 1367.83640 1366.90444
20001006 082920 1367.06258 1367.50784 1366.61732 1367.82519 1366.90226
20001006 092920 1367.09089 1367.52114 1366.66065 1367.83851 1366.94558
20001006 102920 1367.11158 1367.55209 1366.67106 1367.86948 1366.95599
20001006 112920 1367.12031 1367.57430 1366.66632 1367.89171 1366.95125
20001006 122920 1367.10948 1367.58217 1366.63678 1367.89960 1366.92172
20001006 132920 1367.04786 1367.53162 1366.56410 1367.84907 1366.84903
20001006 142920 1367.06868 1367.52464 1366.61272 1367.84210 1366.89765
20001006 152920 1367.06636 1367.52068 1366.61204 1367.83817 1366.89698
20001006 162920 1367.03973 1367.50499 1366.57447 1367.82250 1366.85940
20001006 172920 1367.04308 1367.50638 1366.57978 1367.82391 1366.86472
20001006 182920 1367.12576 1367.60195 1366.64957 1367.91950 1366.93451
20001006 192920 1367.10967 1367.57381 1366.64553 1367.89138 1366.93047
20001006 202920 1367.11821 1367.61667 1366.61975 1367.93426 1366.90469
20001006 212920 1367.09672 1367.56464 1366.62879 1367.88225 1366.91373
20001006 222920 1367.11689 1367.56435 1366.66943 1367.88197 1366.95437
20001006 232920 1367.07668 1367.53070 1366.62266 1367.84835 1366.90761
20001007 002920 1367.06756 1367.52810 1366.60702 1367.84577 1366.89197
20001007 012920 1367.05553  -99.00000 1366.59677  -99.00000 1366.88172
20001007 022920 1367.09002 1367.54387 1366.63616 1367.86158 1366.92111
20001007 032920 1367.03451 1367.49124 1366.57778 1367.80896 1366.86273
20001007 042920 1367.00156 1367.48175 1366.52137 1367.79949 1366.80633
20001007 052920 1367.01803 1367.49700 1366.53906 1367.81475 1366.82401
20001007 062920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20001007 072920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20001007 082920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20001007 092920  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20001007 102920 1366.99657 1367.45542  -99.00000 1367.77327  -99.00000
20001007 112920 1367.00022 1367.45906  -99.00000 1367.77693  -99.00000
20001007 122920 1367.01295 1367.46603 1366.55986 1367.78392 1366.84484
20001007 132920 1366.92661 1367.42957 1366.42365 1367.74747 1366.70864
20001007 142920 1366.87726 1367.43523 1366.31929 1367.75315 1366.60428
20001007 152920 1366.88092 1367.45796 1366.30389 1367.77589 1366.58889
20001007 162920 1366.87953 1367.46149 1366.29756 1367.77944 1366.58256
20001007 172920 1366.85507 1367.44615 1366.26399 1367.76412 1366.54900
20001007 182920 1366.90420 1367.45998 1366.34842 1367.77797 1366.63343
20001007 192920 1366.90221 1367.43759 1366.36684 1367.75559 1366.65185
20001007 202920 1366.94070 1367.43973 1366.44167 1367.75775 1366.72669
20001007 212920 1367.00842 1367.46721  -99.00000 1367.78524  -99.00000
20001007 222920 1367.01600 1367.47478  -99.00000 1367.79283  -99.00000
20001007 232920 1366.95638 1367.41513  -99.00000 1367.73320  -99.00000
20001008 002920 1367.00443 1367.46319  -99.00000 1367.78127  -99.00000
20001008 012920 1366.98640 1367.44515  -99.00000 1367.76325  -99.00000
20001008 022920 1366.97414 1367.43288  -99.00000 1367.75099  -99.00000
20001008 032920 1366.97421 1367.43294  -99.00000 1367.75107  -99.00000
20001008 042920 1366.88481 1367.36921 1366.40042 1367.68735 1366.68546
20001008 052920 1366.91675 1367.41122 1366.42228 1367.72938 1366.70732
20001008 062920 1366.96056 1367.43033 1366.49078 1367.74851 1366.77582
20001008 072920 1366.93966 1367.40169 1366.47762 1367.71988 1366.76266
20001008 082920 1366.91919 1367.39671 1366.44167 1367.71491 1366.72671
20001008 092920 1366.95814 1367.39557 1366.52072 1367.71379 1366.80576
20001008 102920 1366.94037 1367.37594 1366.50481 1367.69417 1366.78985
20001008 112920 1366.94385 1367.39331 1366.49440 1367.71157 1366.77943
20001008 122920 1366.88070 1367.34421 1366.41719 1367.66248 1366.70223
20001008 132920 1366.89287 1367.34818 1366.43756 1367.66646 1366.72260
20001008 142920 1366.87882 1367.36161 1366.39602 1367.67991 1366.68106
20001008 152920 1366.85016 1367.32801 1366.37231 1367.64632 1366.65734
20001008 162920 1366.88453 1367.34441 1366.42466 1367.66273 1366.70970
20001008 172920 1366.89673 1367.34391 1366.44955 1367.66225 1366.73459
20001008 182920 1366.87244 1367.29718 1366.44771 1367.61553 1366.73274
20001008 192920 1366.87489 1367.32724 1366.42255 1367.64560 1366.70759
20001008 202920 1366.87000 1367.35141 1366.38860 1367.66979 1366.67364
20001008 212920 1366.82607 1367.31026 1366.34187 1367.62865 1366.62691
20001008 222920 1366.88040 1367.35409 1366.40670 1367.67249 1366.69174
20001008 232920 1366.86357 1367.35859 1366.36854 1367.67701 1366.65358
20001009 002920 1366.87826 1367.37323 1366.38329 1367.69166 1366.66832
20001009 012920 1366.89820 1367.37595 1366.42044 1367.69439 1366.70548
20001009 022920 1366.91635 1367.38707 1366.44562 1367.70553 1366.73066
20001009 032920 1366.86804 1367.34563 1366.39044 1367.66410 1366.67548
20001009 042920 1366.87451 1367.33646 1366.41256 1367.65494 1366.69760
20001009 052920 1366.87612 1367.32422 1366.42802 1367.64271 1366.71306
20001009 062920 1366.87800 1367.31890 1366.43711 1367.63740 1366.72215
20001009 072920 1366.85669 1367.29326 1366.42013 1367.61178 1366.70517
20001009 082920 1366.85724 1367.29724 1366.41724 1367.61577 1366.70227
20001009 092920 1366.86175 1367.32946 1366.39405 1367.64800 1366.67908
20001009 102920 1366.85043 1367.33053 1366.37033 1367.64908 1366.65537
20001009 112920 1366.79927 1367.30444 1366.29410 1367.62301 1366.57914
20001009 122920 1366.81414 1367.30917 1366.31911 1367.62774 1366.60414
20001009 132920 1366.76716 1367.27728 1366.25705 1367.59587 1366.54209
20001009 142920 1366.77147 1367.29241 1366.25054 1367.61101 1366.53557
20001009 152920 1366.75713 1367.28867 1366.22559 1367.60729 1366.51062
20001009 162920 1366.76081 1367.29779 1366.22383 1367.61641 1366.50887
20001009 172920 1366.77485 1367.30131 1366.24839 1367.61994 1366.53343
20001009 182920 1366.76690 1367.28238 1366.25142 1367.60103 1366.53645
20001009 192920 1366.75196 1367.26439 1366.23953 1367.58305 1366.52457
20001009 202920 1366.74867 1367.26404 1366.23329 1367.58271 1366.51833
20001009 212920 1366.78109 1367.28468 1366.27750 1367.60336 1366.56253
20001009 222920 1366.75082 1367.24617 1366.25547 1367.56486 1366.54051
20001009 232920 1366.75930 1367.25019 1366.26842 1367.56889 1366.55346
20001010 002920 1366.69995 1367.18002 1366.21987 1367.49873 1366.50491
20001010 012920 1366.69433 1367.17756 1366.21109 1367.49628 1366.49613
20001010 022920 1366.74542 1367.23877 1366.25207 1367.55750 1366.53710
20001010 032920 1366.70463 1367.18748 1366.22177 1367.50622 1366.50681
20001010 042920 1366.70856 1367.16413 1366.25300 1367.48288 1366.53803
20001010 052920 1366.74397 1367.18319 1366.30474 1367.50195 1366.58977
20001010 062920 1366.72252 1367.15636 1366.28869 1367.47512 1366.57372
20001010 072920 1366.74545 1367.16982 1366.32109 1367.48859 1366.60613
20001010 082920 1366.75256 1367.17456 1366.33056 1367.49335 1366.61559
20001010 092920 1366.75418 1367.18139 1366.32698 1367.50018 1366.61201
20001010 102920 1366.71977 1367.15853 1366.28100 1367.47733 1366.56604
20001010 112920 1366.64500 1367.13251 1366.15749 1367.45132 1366.44252
20001010 122920 1366.67442 1367.14025 1366.20859 1367.45907 1366.49363
20001010 132920 1366.66083 1367.14069 1366.18096 1367.45952 1366.46600
20001010 142920 1366.59272 1367.08090 1366.10454 1367.39974 1366.38957
20001010 152920 1366.59584 1367.08060 1366.11107 1367.39945 1366.39610
20001010 162920 1366.59139 1367.08428 1366.09850 1367.40313 1366.38353
20001010 172920 1366.59095 1367.08075 1366.10116 1367.39961 1366.38619
20001010 182920 1366.59402 1367.08698 1366.10107 1367.40585 1366.38610
20001010 192920 1366.61492 1367.09015 1366.13968 1367.40903 1366.42471
20001010 202920 1366.58969 1367.05742 1366.12196 1367.37631 1366.40699
20001010 212920 1366.61978 1367.09689 1366.14267 1367.41578 1366.42770
20001010 222920 1366.56931 1367.03302 1366.10561 1367.35192 1366.39064
20001010 232920 1366.57083 1367.03784 1366.10382 1367.35675 1366.38885
20001011 002920 1366.57438 1367.00799 1366.14078 1367.32690 1366.42581
20001011 012920 1366.62893  -99.00000 1366.17077  -99.00000 1366.45580
20001011 022920 1366.59130  -99.00000 1366.13317  -99.00000 1366.41820
20001011 032920 1366.57548  -99.00000 1366.11736  -99.00000 1366.40239
20001011 042920 1366.62751  -99.00000 1366.16938  -99.00000 1366.45441
20001011 052920 1366.61121 1366.99854 1366.22388 1367.31750 1366.50891
20001011 062920 1366.60040 1366.99882 1366.20198 1367.31780 1366.48701
20001011 072920 1366.61930 1367.00355 1366.23506 1367.32253 1366.52009
20001011 082920 1366.60774 1367.01140 1366.20407 1367.33040 1366.48911
20001011 092920 1366.62571 1367.05134 1366.20007 1367.37034 1366.48510
20001011 102920 1366.58460 1367.02972 1366.13949 1367.34873 1366.42452
20001011 112920 1366.54639 1367.00543 1366.08735 1367.32445 1366.37238
